--- Comparative Analysis of Play Rewards (N=6 to N=8) ---
Reward: Average value of cards seen before the stop decision.
-------------------------------------------------------------------------

[ N = 6 (Total Permutations: 720) ]
-------------------------------------------------------------------------
    Permutation      DP Reward   Baseline Avg
-------------------------------------------------------------------------
  [1,2,3,4,5,6]         3.0000         3.5000
  [1,2,3,4,6,5]         3.2000         3.5000
  [1,2,3,5,4,6]         3.0000         3.5000
  [1,2,3,5,6,4]         3.4000         3.5000
  [1,2,3,6,4,5]         3.2000         3.5000
  [1,2,3,6,5,4]         3.4000         3.5000
  [1,2,4,3,5,6]         3.0000         3.5000
  [1,2,4,3,6,5]         3.2000         3.5000
  [1,2,4,5,3,6]         3.0000         3.5000
  [1,2,4,5,6,3]         3.6000         3.6000
  [1,2,4,6,3,5]         3.2000         3.5000
  [1,2,4,6,5,3]         3.6000         3.6000
  [1,2,5,3,4,6]         3.0000         3.5000
  [1,2,5,3,6,4]         3.4000         3.5000
  [1,2,5,4,3,6]         3.0000         3.5000
  [1,2,5,4,6,3]         3.6000         3.6000
  [1,2,5,6,3,4]         3.5000         3.5000
  [1,2,5,6,4,3]         3.5000         3.5000
  [1,2,6,3,4,5]         3.2000         3.5000
  [1,2,6,3,5,4]         3.4000         3.5000
  [1,2,6,4,3,5]         3.2000         3.5000
  [1,2,6,4,5,3]         3.6000         3.6000
  [1,2,6,5,3,4]         3.5000         3.5000
  [1,2,6,5,4,3]         3.5000         3.5000
  [1,3,2,4,5,6]         3.0000         3.5000
  [1,3,2,4,6,5]         3.2000         3.5000
  [1,3,2,5,4,6]         3.0000         3.5000
  [1,3,2,5,6,4]         3.4000         3.5000
  [1,3,2,6,4,5]         3.2000         3.5000
  [1,3,2,6,5,4]         3.4000         3.5000
  [1,3,4,2,5,6]         3.0000         3.5000
  [1,3,4,2,6,5]         3.2000         3.5000
  [1,3,4,5,2,6]         3.0000         3.5000
  [1,3,4,5,6,2]         3.8000         3.8000
  [1,3,4,6,2,5]         3.5000         3.5000
  [1,3,4,6,5,2]         3.5000         3.5000
  [1,3,5,2,4,6]         3.0000         3.5000
  [1,3,5,2,6,4]         3.4000         3.5000
  [1,3,5,4,2,6]         3.0000         3.5000
  [1,3,5,4,6,2]         3.8000         3.8000
  [1,3,5,6,2,4]         3.7500         3.7500
  [1,3,5,6,4,2]         3.7500         3.7500
  [1,3,6,2,4,5]         3.2000         3.5000
  [1,3,6,2,5,4]         3.4000         3.5000
  [1,3,6,4,2,5]         3.5000         3.5000
  [1,3,6,4,5,2]         3.5000         3.5000
  [1,3,6,5,2,4]         3.7500         3.7500
  [1,3,6,5,4,2]         3.7500         3.7500
  [1,4,2,3,5,6]         3.0000         3.5000
  [1,4,2,3,6,5]         3.2000         3.5000
  [1,4,2,5,3,6]         3.0000         3.5000
  [1,4,2,5,6,3]         3.6000         3.6000
  [1,4,2,6,3,5]         3.2000         3.5000
  [1,4,2,6,5,3]         3.6000         3.6000
  [1,4,3,2,5,6]         3.0000         3.5000
  [1,4,3,2,6,5]         3.2000         3.5000
  [1,4,3,5,2,6]         3.0000         3.5000
  [1,4,3,5,6,2]         3.8000         3.8000
  [1,4,3,6,2,5]         3.5000         3.5000
  [1,4,3,6,5,2]         3.5000         3.5000
  [1,4,5,2,3,6]         3.0000         3.5000
  [1,4,5,2,6,3]         3.6000         3.6000
  [1,4,5,3,2,6]         3.0000         3.5000
  [1,4,5,3,6,2]         3.8000         3.8000
  [1,4,5,6,2,3]         4.0000         4.0000
  [1,4,5,6,3,2]         4.0000         4.0000
  [1,4,6,2,3,5]         3.6667         3.6667
  [1,4,6,2,5,3]         3.6667         3.6667
  [1,4,6,3,2,5]         3.6667         3.6667
  [1,4,6,3,5,2]         3.6667         3.6667
  [1,4,6,5,2,3]         3.6667         3.6667
  [1,4,6,5,3,2]         3.6667         3.6667
  [1,5,2,3,4,6]         3.0000         3.5000
  [1,5,2,3,6,4]         3.4000         3.5000
  [1,5,2,4,3,6]         3.0000         3.5000
  [1,5,2,4,6,3]         3.6000         3.6000
  [1,5,2,6,3,4]         3.5000         3.5000
  [1,5,2,6,4,3]         3.5000         3.5000
  [1,5,3,2,4,6]         3.0000         3.5000
  [1,5,3,2,6,4]         3.4000         3.5000
  [1,5,3,4,2,6]         3.0000         3.5000
  [1,5,3,4,6,2]         3.8000         3.8000
  [1,5,3,6,2,4]         3.7500         3.7500
  [1,5,3,6,4,2]         3.7500         3.7500
  [1,5,4,2,3,6]         3.0000         3.5000
  [1,5,4,2,6,3]         3.6000         3.6000
  [1,5,4,3,2,6]         3.0000         3.5000
  [1,5,4,3,6,2]         3.8000         3.8000
  [1,5,4,6,2,3]         4.0000         4.0000
  [1,5,4,6,3,2]         4.0000         4.0000
  [1,5,6,2,3,4]         4.0000         4.0000
  [1,5,6,2,4,3]         4.0000         4.0000
  [1,5,6,3,2,4]         4.0000         4.0000
  [1,5,6,3,4,2]         4.0000         4.0000
  [1,5,6,4,2,3]         4.0000         4.0000
  [1,5,6,4,3,2]         4.0000         4.0000
  [1,6,2,3,4,5]         3.2000         3.5000
  [1,6,2,3,5,4]         3.4000         3.5000
  [1,6,2,4,3,5]         3.2000         3.5000
  [1,6,2,4,5,3]         3.6000         3.5000
  [1,6,2,5,3,4]         3.5000         3.5000
  [1,6,2,5,4,3]         3.5000         3.5000
  [1,6,3,2,4,5]         3.2000         3.5000
  [1,6,3,2,5,4]         3.4000         3.5000
  [1,6,3,4,2,5]         3.5000         3.5000
  [1,6,3,4,5,2]         3.5000         3.5000
  [1,6,3,5,2,4]         3.7500         3.5000
  [1,6,3,5,4,2]         3.7500         3.5000
  [1,6,4,2,3,5]         3.6667         3.5000
  [1,6,4,2,5,3]         3.6667         3.5000
  [1,6,4,3,2,5]         3.6667         3.5000
  [1,6,4,3,5,2]         3.6667         3.5000
  [1,6,4,5,2,3]         3.6667         3.5000
  [1,6,4,5,3,2]         3.6667         3.5000
  [1,6,5,2,3,4]         4.0000         3.5000
  [1,6,5,2,4,3]         4.0000         3.5000
  [1,6,5,3,2,4]         4.0000         3.5000
  [1,6,5,3,4,2]         4.0000         3.5000
  [1,6,5,4,2,3]         4.0000         3.5000
  [1,6,5,4,3,2]         4.0000         3.5000
  [2,1,3,4,5,6]         3.0000         3.5000
  [2,1,3,4,6,5]         3.2000         3.5000
  [2,1,3,5,4,6]         3.0000         3.5000
  [2,1,3,5,6,4]         3.4000         3.5000
  [2,1,3,6,4,5]         3.2000         3.5000
  [2,1,3,6,5,4]         3.4000         3.5000
  [2,1,4,3,5,6]         3.0000         3.5000
  [2,1,4,3,6,5]         3.2000         3.5000
  [2,1,4,5,3,6]         3.0000         3.5000
  [2,1,4,5,6,3]         3.6000         3.6000
